unit_seq,order_id,unit_id,variant,route_id
1,361,E379,FUSE0,0
2,361,E380,FUSE0,0
3,361,E381,FUSE0,0
4,361,E382,FUSE0,0
5,361,E383,FUSE0,0
6,361,E384,FUSE0,0
7,361,E385,FUSE1,0
8,361,E386,FUSE1,0
9,361,E387,FUSE1,0
10,361,E388,FUSE1,0
11,361,E389,FUSE1,0
12,361,E390,FUSE1,0
13,361,E391,FUSE2,0
14,361,E392,FUSE2,0
15,361,E393,FUSE2,0
16,361,E394,FUSE2,0
17,361,E395,FUSE2,0
18,186,U4644,FUSE1,p:2.3.1.1.1.2
19,186,U4645,FUSE2,p:1.1.1.2.3.2
20,186,U4647,FUSE2,p:1.3.2.2.3.2
21,186,U4650,FUSE2,p:2.3.1.1.3.1
22,186,U4651,FUSE2,p:1.1.1.1.1.1
23,313,U7819,FUSE0,p:1.3.1.1.2.1
24,313,U7822,FUSE1,p:2.3.2.2.1.2
25,313,U7825,FUSE1,p:1.3.1.1.1.1
26,313,U7831,FUSE2,p:1.3.1.1.2.1
27,313,U7833,FUSE2,p:1.2.1.2.2.1
28,313,U7834,FUSE2,p:2.3.3.1.1.1
29,313,U7837,FUSE2,p:1.3.2.2.1.2
30,313,U7838,FUSE2,p:2.1.3.1.3.2
31,152,U3765,FUSE0,p:2.3.1.1.3.2
32,152,U3766,FUSE0,p:1.1.2.1.3.1
33,152,U3768,FUSE0,p:1.3.3.2.1.2
34,152,U3769,FUSE0,p:2.1.3.2.3.1
35,152,U3771,FUSE1,p:2.3.1.1.3.1
36,152,U3772,FUSE1,p:1.1.5.1.1.2
37,152,U3774,FUSE1,p:1.3.4.2.2.1
38,152,U3775,FUSE1,p:2.1.2.2.3.2
39,152,U3777,FUSE1,p:2.3.3.1.3.1
40,152,U3778,FUSE1,p:1.1.3.2.2.2
41,152,U3780,FUSE2,p:1.3.1.1.3.2
42,152,U3781,FUSE2,p:2.1.2.2.2.2
43,152,U3782,FUSE2,p:1.2.2.1.2.2
44,152,U3783,FUSE2,p:2.3.5.1.2.1
45,152,U3784,FUSE2,p:1.1.5.1.3.2
46,152,U3785,FUSE2,p:2.2.3.2.3.2
47,152,U3786,FUSE2,p:1.3.3.1.1.1
48,58,U1404,FUSE0,p:2.1.2.2.1.2
49,58,U1405,FUSE0,p:1.2.4.2.2.2
50,58,U1406,FUSE0,p:2.3.5.2.2.1
51,58,U1407,FUSE0,p:1.1.2.2.3.2
52,58,U1408,FUSE0,p:2.2.1.1.3.2
53,58,U1409,FUSE0,p:1.3.2.1.2.1
54,58,U1410,FUSE0,p:2.1.2.2.3.2
55,58,U1411,FUSE0,p:1.2.5.2.2.1
56,58,U1412,FUSE1,p:2.3.4.1.3.2
57,58,U1413,FUSE1,p:1.1.3.1.2.2
58,58,U1414,FUSE1,p:2.2.4.2.1.2
59,58,U1415,FUSE1,p:1.3.2.1.2.2
60,58,U1416,FUSE1,p:2.1.2.1.2.1
61,58,U1417,FUSE1,p:1.2.1.2.3.2
62,58,U1418,FUSE1,p:2.3.4.1.3.2
63,58,U1419,FUSE1,p:1.1.1.1.3.2
64,58,U1420,FUSE1,p:2.2.4.1.2.2
65,58,U1421,FUSE2,p:1.3.1.1.3.2
66,58,U1422,FUSE2,p:2.1.2.1.2.1
67,58,U1423,FUSE2,p:1.2.1.1.3.2
68,58,U1424,FUSE2,p:2.2.5.2.3.2
69,58,U1425,FUSE2,p:2.2.1.1.3.2
70,58,U1426,FUSE2,p:2.1.3.2.2.2
71,58,U1427,FUSE2,p:2.2.4.1.1.1
72,58,U1428,FUSE2,p:2.1.5.2.3.1
73,58,U1429,FUSE2,p:2.2.4.2.1.1
