station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,513797.4625,0.0,561908.6,34,0.95863,119.9538,556705.4601,4641,0.911806,0.914379,,
2,Station 1.1: Bottom cover,511145.3332,0.0,561908.6,34,0.546635,67.9407,313953.8287,4621,0.9071,0.909659,,
3,Station 2: Drill station,540211.192,151.2,562223.0,19,2.09361,460.4965,1441354.0617,3130,0.958681,0.961107,,
4,Station 2.1: Drill station,545180.1189,191.2,562144.4,33,5.801793,1160.9008,3625493.3472,3123,0.967499,0.970152,,
5,Station 2.2: Drill station,539988.0438,303.4,562198.4,22,2.228087,484.6101,1514891.2448,3126,0.958285,0.961012,,
6,Station 3: Robot cell,542741.7034,367.0,562567.4,11,3.15047,1095.7532,2097271.5864,1914,0.963172,0.965388,,
7,Station 3.1: Robot cell,544587.7884,447.0,562635.4,14,4.253132,1433.0729,2745767.6946,1916,0.966448,0.968693,,
8,Station 3.2: Robot cell,539584.0,599.2,562674.2,3,0.994781,434.8009,833078.4388,1916,0.957568,0.959986,,
9,Station 3.3: Robot cell,539448.8,603.8,562699.6,4,0.784559,377.8317,724303.3727,1917,0.957328,0.95971,,
10,Station 3.4: Robot cell,539255.2983,800.6,562503.2,15,4.506037,1497.259,2852278.3878,1905,0.956985,0.960037,,
11,Station 4: Inspection,537322.0071,649.6,562975.0,10,1.854534,275.9222,1284141.6991,4654,0.953554,0.955536,,
12,Station 4.1: Inspection,536215.4131,966.4,562890.8,15,2.782552,388.7055,1800095.2289,4631,0.95159,0.954248,,
13,Station 5: Top cover,529622.2969,1300.2,563183.2,10,2.445736,520.1842,1610490.2895,3096,0.93989,0.942585,,
14,Station 5.1: Top cover,533800.5667,1015.8,563220.4,13,2.73632,567.7876,1774336.158,3125,0.947304,0.949477,,
15,Station 5.2: Top cover,535922.8183,878.2,563260.8,20,3.522568,706.8534,2223760.7966,3146,0.951071,0.952951,,
16,Station 6: Packaging,526009.8293,1448.8,563415.4,11,1.207248,198.15,913075.1965,4608,0.933479,0.936016,,
17,Station 6.1: Packaging,530553.4226,1092.0,563494.2,7,1.029809,177.0606,825633.4837,4663,0.941542,0.94337,,
