order_id,due date,start_time,finish_time,through_put_time,lateness,priority,variant0,quantity0,variant1,quantity1,variant2,quantity2,planned_week,finished_week,planned_day,finished_day
1,462190,423643.5084,429992.2084,6348.700000000012,-32197.791599999997,1,FUSE0,9,FUSE1,9,FUSE2,10,4,3,16,15
2,209690,181583.5842,188321.8655,6738.281300000002,-21368.134499999986,2,FUSE0,8,FUSE1,7,FUSE2,8,2,2,7,7
3,44002,34511.0751,43197.2983,8686.2232,-804.7016999999978,2,FUSE0,8,FUSE1,8,FUSE2,8,1,1,2,2
4,415134,372208.3972,379749.0972,7540.700000000012,-35384.90279999998,1,FUSE0,8,FUSE1,8,FUSE2,8,3,3,14,14
5,443960,400454.8891,408312.2972,7857.408100000001,-35647.70280000003,1,FUSE0,9,FUSE1,10,FUSE2,10,3,3,15,15
6,38493,26570.0034,35390.8,8820.796600000001,-3102.199999999997,2,FUSE0,8,FUSE1,8,FUSE2,9,1,1,1,2
7,509468,468794.1713,479935.3561,11141.184799999988,-29532.643900000025,1,FUSE0,8,FUSE1,8,FUSE2,9,4,4,18,17
8,395547,349592.0891,358885.5891,9293.5,-36661.41090000002,1,FUSE0,8,FUSE1,8,FUSE2,8,3,3,13,13
9,257129,225856.8842,234049.1842,8192.299999999988,-23079.81580000001,2,FUSE0,8,FUSE1,8,FUSE2,8,2,2,9,9
10,410383,365575.3891,374982.3891,9407.0,-35400.61090000003,2,FUSE0,8,FUSE1,8,FUSE2,8,3,3,14,14
11,85513,76447.1,85053.2,8606.099999999991,-459.8000000000029,1,FUSE0,10,FUSE1,10,FUSE2,9,1,1,3,3
12,558508,526084.3151,532895.8151,6811.5,-25612.184899999993,3,FUSE0,10,FUSE1,10,FUSE2,9,4,4,20,19
13,210503,182877.7983,189904.2842,7026.4859,-20598.715800000005,5,FUSE0,8,FUSE1,8,FUSE2,9,2,2,7,7
14,66532,56090.6751,64064.4,7973.724900000001,-2467.5999999999985,3,FUSE0,8,FUSE1,8,FUSE2,7,1,1,3,3
15,325057,288776.3179,296301.7559,7525.4379999999655,-28755.24410000001,1,FUSE0,8,FUSE1,8,FUSE2,8,3,3,11,11
16,135122,112799.7983,120443.5034,7643.7051000000065,-14678.496599999999,3,FUSE0,9,FUSE1,9,FUSE2,9,1,1,5,5
17,206609,174776.2983,182944.2842,8167.9859,-23664.715800000005,2,FUSE0,9,FUSE1,9,FUSE2,10,2,2,7,7
18,119428,102125.5,109726.6,7601.100000000006,-9701.399999999994,1,FUSE0,9,FUSE1,9,FUSE2,8,1,1,4,4
19,413724,370565.7891,378464.9405,7899.151400000032,-35259.059499999974,1,FUSE0,9,FUSE1,9,FUSE2,9,3,3,14,14
20,220003,191211.5842,199393.0655,8181.481299999985,-20609.934500000003,1,FUSE0,8,FUSE1,8,FUSE2,8,2,2,8,7
21,523275,487009.5261,494539.7561,7530.229999999981,-28735.2439,3,FUSE0,7,FUSE1,7,FUSE2,8,4,4,18,18
22,394415,346698.0891,354463.0261,7764.9370000000345,-39951.97389999998,1,FUSE0,8,FUSE1,8,FUSE2,8,3,3,13,13
23,148416,131077.7983,139220.0983,8142.3000000000175,-9195.901699999988,4,FUSE0,7,FUSE1,8,FUSE2,8,1,1,5,5
24,241328,211009.3983,218929.5842,7920.185900000011,-22398.415799999988,1,FUSE0,8,FUSE1,7,FUSE2,8,2,2,8,8
25,26039,10795.9,19289.0,8493.1,-6750.0,1,FUSE0,8,FUSE1,8,FUSE2,8,1,1,1,1
26,292428,259283.4838,267385.1034,8101.619600000035,-25042.89659999998,1,FUSE0,9,FUSE1,9,FUSE2,10,2,2,10,10
27,14243,1596.1,7608.6,6012.5,-6634.4,1,FUSE0,9,FUSE1,9,FUSE2,8,1,1,1,1
28,378704,333078.2884,342427.4261,9349.137699999963,-36276.57390000002,2,FUSE0,9,FUSE1,9,FUSE2,9,3,3,13,12
29,328135,294941.0559,302141.0179,7199.9619999999995,-25993.982100000023,2,FUSE0,7,FUSE1,8,FUSE2,8,3,3,11,11
30,562490,535261.5151,542596.2151,7334.70000000007,-19893.78489999997,3,FUSE0,8,FUSE1,8,FUSE2,9,4,4,20,19
31,43443,32986.1,41094.8983,8108.798300000002,-2348.1016999999993,1,FUSE0,9,FUSE1,9,FUSE2,8,1,1,2,2
32,525940,491594.4163,498928.1561,7333.739800000039,-27011.843899999978,1,FUSE0,7,FUSE1,7,FUSE2,7,4,4,19,18
33,515983,474680.2561,483151.0261,8470.770000000019,-32831.97389999998,1,FUSE0,9,FUSE1,9,FUSE2,8,4,4,18,17
34,35101,23670.0034,32015.7751,8345.771699999998,-3085.224900000001,1,FUSE0,8,FUSE1,8,FUSE2,7,1,1,1,2
35,473263,434300.3084,441152.8612,6852.552800000005,-32110.138800000015,1,FUSE0,8,FUSE1,8,FUSE2,8,4,4,16,16
36,513266,471255.0561,479440.1561,8185.100000000035,-33825.84389999998,1,FUSE0,10,FUSE1,10,FUSE2,10,4,4,18,17
37,151953,132447.7983,140264.0983,7816.3000000000175,-11688.901699999988,1,FUSE0,9,FUSE1,9,FUSE2,8,1,1,5,5
38,421334,382066.0891,389953.1891,7887.100000000035,-31380.810899999982,1,FUSE0,6,FUSE1,6,FUSE2,7,3,3,14,14
39,297691,262479.8179,271918.1838,9438.365899999975,-25772.8162,1,FUSE0,10,FUSE1,10,FUSE2,9,2,2,10,10
40,563891,536763.1151,544155.8151,7392.699999999953,-19735.184899999993,1,FUSE0,9,FUSE1,9,FUSE2,9,4,4,20,19
41,401749,356480.8891,365749.6891,9268.800000000047,-35999.31089999998,2,FUSE0,9,FUSE1,9,FUSE2,10,3,3,14,13
42,381970,336897.2891,344167.4261,7270.136999999988,-37802.57390000002,1,FUSE0,6,FUSE1,6,FUSE2,6,3,3,13,12
43,104302,86476.5,94330.2,7853.699999999997,-9971.800000000003,2,FUSE0,8,FUSE1,8,FUSE2,8,1,1,4,4
44,461865,422120.3084,428716.2084,6595.900000000023,-33148.7916,1,FUSE0,9,FUSE1,9,FUSE2,8,4,3,16,15
45,503790,461486.1713,467718.8713,6232.700000000012,-36071.1287,2,FUSE0,7,FUSE1,8,FUSE2,8,4,4,17,17
46,301098,270084.4034,277718.1838,7633.780399999989,-23379.8162,3,FUSE0,8,FUSE1,7,FUSE2,8,2,2,10,10
47,89717,78124.5,86487.1434,8362.6434,-3229.856599999999,1,FUSE0,8,FUSE1,8,FUSE2,8,1,1,3,4
48,309540,275870.2838,283054.1838,7183.900000000023,-26485.8162,2,FUSE0,8,FUSE1,8,FUSE2,7,3,2,11,10
49,444217,403940.7261,412140.2972,8199.571099999943,-32076.70280000003,1,FUSE0,8,FUSE1,8,FUSE2,7,3,3,15,15
50,467798,428152.3084,434400.2084,6247.900000000023,-33397.7916,3,FUSE0,8,FUSE1,8,FUSE2,8,4,4,16,16
51,7564,0.0,2956.6,2956.6,-4607.4,1,FUSE0,8,FUSE1,8,FUSE2,8,1,1,1,1
52,58515,49404.6751,57070.8983,7666.2232,-1444.1016999999993,1,FUSE0,7,FUSE1,7,FUSE2,8,1,1,2,2
53,196796,159854.5983,168248.9983,8394.399999999994,-28547.001699999993,1,FUSE0,9,FUSE1,9,FUSE2,10,2,2,6,6
54,347236,307949.9179,315690.6179,7740.700000000012,-31545.382099999988,1,FUSE0,9,FUSE1,9,FUSE2,8,3,3,12,11
55,529526,492870.4163,500352.5561,7482.1398000000045,-29173.443900000013,1,FUSE0,9,FUSE1,9,FUSE2,10,4,4,19,18
