order_id,due date,start_time,finish_time,through_put_time,lateness,fitness,priority,variant0,quantity0,variant1,quantity1,variant2,quantity2,planned_week,finished_week,planned_day,finished_day
1,67959,64659.6907,68070.8907,3411.2000000000044,111.89070000000356,8.08129341072439,3,FUSE0,9,FUSE1,9,FUSE2,8,1,1,3,3
2,391235,409421.4409,424905.2409,15483.799999999988,33670.240899999975,596.2262262003743,1,FUSE0,9,FUSE1,9,FUSE2,9,3,3,14,5
3,391807,380895.8409,384082.9409,3187.0999999999767,-7724.059100000013,-0.0021455719722222257,1,FUSE0,7,FUSE1,7,FUSE2,8,3,3,14,4
4,391476,379331.8409,382668.1409,3336.2999999999884,-8807.859100000001,-0.0024466275277777783,1,FUSE0,9,FUSE1,8,FUSE2,9,3,3,14,4
5,54444,34736.5,37892.4,3155.9000000000015,-16551.6,-0.0130041651105414,2,FUSE0,8,FUSE1,8,FUSE2,7,1,1,2,2
6,106008,85856.3038,89093.6397,3237.3359000000055,-16914.3603,-0.013289176519513921,2,FUSE0,9,FUSE1,9,FUSE2,8,1,1,4,4
7,59418,69239.3907,72943.0907,3703.699999999997,13525.0907,206.6506721343544,1,FUSE0,9,FUSE1,9,FUSE2,10,1,1,2,3
8,99887,117862.5395,128858.3621,10995.8226,28971.3621,495.3795125367448,1,FUSE0,8,FUSE1,8,FUSE2,9,1,1,4,5
9,172144,185239.8909,188452.9909,3213.100000000006,16308.990900000004,254.2198709160992,1,FUSE0,8,FUSE1,8,FUSE2,8,2,2,6,2
10,22314,2202.9,25056.3,22853.399999999998,2742.2999999999993,201.7256832271405,3,FUSE0,7,FUSE1,8,FUSE2,8,1,1,1,1
11,41495,52106.7907,63569.9907,11463.200000000004,22074.990700000002,358.79339047489253,1,FUSE0,9,FUSE1,9,FUSE2,9,1,1,2,3
12,428791,443294.7409,447150.8409,3856.100000000035,18359.84090000001,290.45876931432014,1,FUSE0,9,FUSE1,9,FUSE2,9,3,4,15,1
13,332129,331570.1409,335263.7409,3693.5999999999767,3134.740899999975,44.49975562992803,1,FUSE0,8,FUSE1,9,FUSE2,9,3,3,12,2
14,325362,328495.7409,331886.8409,3391.100000000035,6524.84090000001,94.85593705280282,1,FUSE0,8,FUSE1,8,FUSE2,9,3,3,12,2
15,524436,526318.1665,529852.1665,3534.0,5416.16650000005,873.4774754438137,5,FUSE0,8,FUSE1,8,FUSE2,7,4,4,19,4
16,13067,15494.5,19356.5,3862.0,6289.5,91.28310738487144,1,FUSE0,8,FUSE1,8,FUSE2,8,1,1,1,1
17,436995,441292.4409,445329.0409,4036.600000000035,8334.040900000022,122.7157960206826,1,FUSE0,10,FUSE1,10,FUSE2,9,4,4,16,1
18,548492,557374.6665,560908.9665,3534.29999999993,12416.96649999998,188.22175746729332,1,FUSE0,9,FUSE1,9,FUSE2,10,4,4,20,5
19,445906,460635.0665,464193.0665,3558.0,18287.066500000015,817.8540995474573,2,FUSE0,10,FUSE1,10,FUSE2,10,4,4,16,2
20,535182,541796.7665,545197.8289,3401.062399999937,10015.828899999964,422.140079710178,2,FUSE0,9,FUSE1,9,FUSE2,8,4,4,19,4
21,121563,119037.0395,122776.0644,3739.024900000004,1213.064400000003,189.963440351643,5,FUSE0,9,FUSE1,9,FUSE2,9,1,1,5,5
22,421531,355110.8409,360247.5409,5136.700000000012,-61283.45909999998,-0.13618546466666662,4,FUSE0,8,FUSE1,8,FUSE2,8,3,3,15,3
23,227912,211461.8946,216651.1909,5189.296299999987,-11260.809100000013,-0.0031280025277777815,1,FUSE0,7,FUSE1,7,FUSE2,7,2,2,7,3
24,100084,89357.6038,92702.7038,3345.100000000006,-7381.296199999997,-0.016402880444444438,4,FUSE0,8,FUSE1,8,FUSE2,9,1,1,4,4
25,443756,432085.4409,435428.2409,3342.7999999999884,-8327.759100000025,-0.012020084895328425,3,FUSE0,6,FUSE1,7,FUSE2,7,4,4,16,1
26,246334,227556.2946,232127.5523,4571.2577000000165,-14206.44769999999,-0.003946235472222219,1,FUSE0,8,FUSE1,8,FUSE2,8,2,2,8,4
